Reviews,Rating
mukemmel bir porfesyonel isi resmen herkese tavsiye ederim marka bluetooth kulakligi,1
urunu carsamba gunu aldim yurtici kargo ankara merkeze cuma ogleden sonra getirdi anlatildigi xiomi kalitesi ayrica urunu satan orka teknolojiye gondermis olduklari hediyeden dolayi tesekker ederim,1
urunu aldim kullanmak icimden gelmiyor s kalitesi gayet yerinde ancak sesi net bir sekilde alabilirseniz disaridan gelen sesi v kesiyor problem degil ancak kutusuna koydugumda kapaniyor baglandiginda dogru duzgun s alabiliyorum kutusundayken surekli baglaniyor kafasina gore bluetoothum surekli acik mi band kullaniyorum surekli telefon caldiginda bluetoothtan cikartmam gerekiyor arama esnasinda cok kullanissiz kiliyor baglandiginda s kesik kesik geliyor bi arama yapip kapatinca duzeliyor hikmetse arama konusma icin zaten kullanissiz oyle bir beklentim yoktu bile muzik dinlemek icin bile cok buyuk sikinti tavsiye etmem sahsen,0
kasa kalitesi ilk elinizde adi gelebilir fiyata bass s performansi drumkitler cok temiz drimlerde ayni sekilde bundan once jbl cti modeli fp olan kulakligini kullaniyordum soz konusu muzikse asiri seciciyimdir kulakli size airpods performansini veremez fiyata gercekten kalite bedava kacirmayin derim,1
urunu alali yaklasik ay oldu ilk aldigimda cok memnundum yaklasik yarim saat sarjla saat kadar kullanabiliyordum s kalitesi cok iyi disaridan gelen sesleri kesiyor ay sonra kulaklik sarj olmamaya basladi dakika sarj isigi yaniyor bir sarj olmuyor kulakligi telefona baglayinca sarji yariya kadar bile dolmamis oluyor ilk basta bana inanilmaz kaliteli gelmisti fiyatina gore demek uzun sureli kullanima uygun degilmis,0
gercekci olmak gerekirse kulagin icine giren kisim kucuk ucu kullanmama ragmen kulagi rahatsiz ediyor dista kalan buyuk kisimdan bahsetmiyorum bile kulaginizda hissediyorsunuz fazlasiyla agirlik olarak guzel s kalitesi bence kotu sesi parayla veriyor ba cok zayif muzik dinlemek icin alacaksaniz buyuk hata yaparsiniz sarj suresi fena degil kutusunun kulakliklari sarj etmesi guzel avantaj kutusu kullanisli degil icinden kulakliklari almak icin bin bir takla atiyorsunuz almanizi kolaylastiracak bir sistem yapmamislar cunku kumanda pili cikarir cikarmaniz gerekiyor buyuk dezavantaji kutunun ici bir sure sonra le kokuyor surekli silmeniz lazim kullanimdan sonra bununla ugrasirim diyorsaniz alin,0
yapilan olumlu yorumlara aldanarak aldim amacim sadece telefon gorusmesi yapmakti muzik dinlemek v hic isim olmuyor lakin burada yazilanlar konusma sirasinda cevredeki butun sesleri ince ayrintisina kadar karsi tarafa iletiyor buda karsi tarafta rahatsizlik olusturuyor ikinci olumsuz yonu telefon sarjini neredeyse yarim saatte bitiriyor sanirim kulaklik sadece muzik dinlemek icin eger telefon gorusmesi yapacaksiniz hicbir sekilde tavsiye etmiyorum tl tl fazla verip iyisini almak mantikli,0
elime geldi kutusu acilmis satici kendi etiketini vurmustu icini actigimda sarj kablosunu almislar bir kere alisveris yapmistim saticidan kutu icerigi tamdi bi kablo kadar mi dustunuz haram olsun,1
urunu deneme firsatim olmadi indirim zamani bile ayni gun ozenli bir paketle kargolamayi yapan hoco saticisina tesekkur etmek istiyorum beni cocukluguma goturen kucuk hediyeniz icin ayrica tesekkur ederim,1
mukemmel fiyata alinabilecek iyi,1
tabiki ucuz bir ancak s kalitesinin kadar kotu olmasini beklemezdim s kalitesini hakkinda soyle ozet geceyim model c sinifi bir arabanin radyo ayarlarina gidip tizi derece artirip basi derece kisin yaklasik dakika sonra sevdiginiz sarkilara bile s cilizligimdan dolayi tahammul edemez duruma gelirsiniz tamda oyle bir s kalitesine sahip diger yonden ergonomikkucuk islevsel evet,0
gunde elime ulastigayet sik kullanisli kopma yasanmiyororka tekenolojiye tesekkurler yaninda sarj kablosu gondermisler,1
after few month of using one of the pod started to have a lower volume than the other they popout and i almost lost them couple of time and they certainly arent good for workout or run eventually i stopped using them,0
satici ayni gun kargaladi hemen elime gecti orijinal ancak mi kalitesinden uzak bir yari fiyatina ayni kalitede satilan farkli markali urunler tercih edilmeli yuksek fiyatlara cikarak kaliteli alinmali dusundurdu acikcasi,0
gurultusuz ortamlarda s iletimi harika arac icerisinde seyehat halinde iken gurultuyu oldugu karsiya iletmesi nedeniyle anlasmaya problem yasatiyor kutusunda sarj olmasi guzel telefon baglantisinda problem yasamadim sag kulaklik sallandiginda icerisinde bir parca bosta imis s geliyor umdugumu bulamadim acikcasi,0
bluetooth sinyali cok yuksek gurultu yapiyor s kalitesi bekledigim cikmadi maalesef ba tiz seslerde yeterli performans gostermiyor,0
baslari pek iyi veremiyor onun haricinde kulak tutusu diger sesler bence fiyatina gore hayli hayli yeterli tavsiye ederim,1
gayet basarili satici firma cok alakali ilgili arkadaslara tesekkur ederim fiyatina gore bence guzel herkese urunu satici firmayi tavsiye ederim,1
arkadaslar kulakliktas yok yada diyenlere bekmayin muhtemelen kullandilar sagi solu karistirdilar paralara alabileceginiz iyi s yalitimi muzik dinlerken sizi kimse eahatsiz edemez sizde kimseyi rahatsiz etmezsiniz kacirmayin indirimi,1
s kalitesi fena degil tizler biraz rahatsiz edicibunun yaninda birde jbl t kulakici aldimbass tiz farki kolayca fark edilebilirkablolu kulakliklar hala tahtini koruyor bana gore,1
urunun s kalitesi xiaomi mi hybrid hd proya kiyasla belirgin seviyede kotu su anki dolar kurunu goz onune alirsak fiyatina gore ortalama bir kalite sunuyor,1
mikrofondan birsey beklemeyin muzik dinlemek icin alinabilir baglanti sorunu yasatmiyor s seviyesi guzel fiyat performans urunu diyebilirim,1
ertesi gun ulasti bunun icin tesekkur ederim pek kaliteli cikmadi sesi disariya fazla yansitiyor birine hediye olarak aldim onun kendi yorumudur,1
kulaginiza takinca biraz baski yapiyor onun haricinde problem yok sarji fena degil bir airpods degilkulaginizda oldugunu unutturmuyorben burdayim diyor,1
yolda yururken saglikli bir telefon gorusmesi yapilmiyor gurultu azaltmasi kotu tahminimce tek eksi yonu diger alanlarda s olsun siklik olsun gayet guzel zaten mi kalitesi,1
urunu yaklasik olarak yildir kullaniyorum su an itibari kulakligin sarji dk kadar dayanabiliyor onun disinda cok nadir baglanti sorunlari karsilastim parasina gore iyi bir kulaklikti benim icin,1
tusuna tiklamayla degil resmen kulagin icine depiyorsun insan onu biraz hassas yapar fiyatinda hicte kadar etmez is bence ustu fazla,1
fiyatina gore gayet basarili bazi yorumlar tedirgin etmedi degil basso dediler bence yeterlikulakta cok saglam duruyor puani kirma sebebim gelen kutuda dot yerine earbuds yaziyor yedek kulak ici pedlerinde tane olmasi lazimken eksik ciktiizledigim incelemelerde sarj kablosu cikiyordu benden cikmadi kutu icerigi sonradan guncellenmis olabilir bilemiyorum cokta onemli degil gerci,1
haftadir kullaniyorum baglantisi cok basitsesi bence gayet guzel basslari cok kotu diyen var gayet guzel hissettiriyor dinlediginiz muzigin keyfini cikarmak icin gayet yerinde bir tavsiye ederim,1
kulaginiza oturmasi biraz zaman alabilir icinden cikan uclarin boyulari var kulaginiza gore olani takarsaniz olur an dusecekmis bir his var,1
gercekten cok iyi bence kacirmayin derim hazir indirimdeyken alin s kalitesi gercekten cok iyi kutusu ho memnun kalicaginizdan eminim arada kargoda cok hizli gun olmadan elime ulasti,1
kosuya ciktiginizda surekli kesiliyor bazen kesintiyi telafi etmek icin kendi kendine hizlaniyor sarki ayni sorunlari yasamiyor telefon konusmasinda disaridan baya s aliyor apple kiyasladigimda sonucta bundan tane alirsan bir apple ediyor xiaominin saatini kullaniyorum senedir marka bende guven olusturmustu kulaklikla birilikte guvenim yok olmadi epey azaldi,1
fiyatperformans olarak basarili lakin bluetooth kulaklik oyun oynanmiyacagi gayet asikâr gunluk hayatta beklentilerinizi birebir karsilicak kalitede bi yildizi kutunun kalitesizliginden kirdim,1
tam anlamiyla fiyatperformans urunu film muzik dinlerken gercekten mukemmelgurultulu ortamda konusmak biraz can sikici cunku dis ortam sesini aliyor karsi taraf senin sesin yerine ortam sesini dinliyor ofis ortaminda araba kullanirken disarida gezerken cok gurultulu olmayan ortamlarda konusmak cok keyiflikacirilmicak bir firsat,1
haftada gelen kargo disinda memnuniyet verici eksik yonleri s ayarlayamiyorsunuz sarki degistirmek maalesef sadece telefondan mumkun olabiliyor kulaklik ustunden degil,1
gercekten cok guzel fiyat performans bakiminda muadilini abartilmis markalarda ye alabiliriz anca tabiki bi kac aksaklik var sesi guzel bass tiz orani gayet iyi sadece bi tik yuksek olsa mukemmel olurdu benim icin kutu sarj girisi birazcik dusundurucu bisey olurmu birde kutu kapagi hassas genel olarak kurusa kofte yapmislar basarili olmus,1
aklimda alteranatif vardi koysam sunu alsam verip kablolu alsam verip baska marka mi alsam falan filan seyleri birakin fiyata inanilmaz bir urunkeslinlikle tavsiye ediyorumyine olsa alir miyim saniye bile dusunmem,1
muadillerin gore fiyat performans acisindan cok iyi bir konumda xiaomi kalitesi sebebiyle premium bir hissiyati veriyor diger kablosuz kulakliklara fiyatina gore s kalitesi gercekten guzel kargo olarak iki gun icinde gelmesi tatmin etti,1
gercekten cok basarili fiyat araliginda alabileceginiz iyi olabilir almadan once cok kararsizdim suan iyi almisim diyorum satici cok hizliydi saat gecmedi elime ulasti,1
gayet guzel kaliteli gunde elime ulasti sarji uzun gidiyor geldigi gun saat falan sarja taktim sag kulakligi saatten beri hala kullaniyorum ben memnum kaldim,1
baya guzel s kalitesi var boyle fiyata alinabilicek iyi kulaklik diyebilirim gozunuz kapali alabilirsiniz kargosuda baya iyi gece almistim sabah elime ulasti,1
geldiginde calisiyordu cok guzel bir ay sonra urunun sarj soketinde bir ariza oldu geri gonderim sagladik cok guzel bir ilgi vardi tesekkurler hepsiburada,1
basslari cok guzel veriyor orjinal sesli konusma icin yeterli diyemem ancak batirmaz idare eder bekledigimden kaliteli s kalitesi karsilastim,1
yorum yapmak icin gercekten cok gec kalmis olabilirim aldigim donemde cok yogun olmasina ragmen firma gayet hizli kargo islemlerini yapip tarafima ulasmasini sagladi gayet basarili bir firma,1
tasarim olarak gayet ho performansi gayet iyi fiyata airpods bisey gelmez tabi fiyata inanin fp urunu olarak iyi kulakliklar arasina girer,1
fiyatinin hakkini veriyor gercekten fiyata iyisini bulabilen varsa buyursun alsin sarj suresi cok hosuma gitti gayet yeterli geldi benim icin,1
cok iyi bir eger alma konusunda sikinti cekiyorsaniz kesinlikle alin mukemmel bi kulaklik hepsiburada guvenli konuda ben zaman guveniyorum alin alin alin,1
yazan ozelliklerden sikayet etmek dogru degil keske tek tikta durdurma falan olsaydi kulakligi telefonu cikarmak durumunda kalmak ho degil bir alakasiz zamanlarda hafif kesilmeler yasaniyor mantikli bir bozan goremiyorum neyse,1
yaklasik aydir kullaniyorum cok nadir donuyor sarji olsun kullanim kalitesi olsun on numara sesleri cok iyi bir sekilde iletiyor tavsiye ederim,1
eslestirme cok zor redmi kulaklik s kalitesi guzel saticiya onerimiz kullanicissr icin bir video hazirlayip linkini killanip notu olarak musterilere iletmek gonul trahatligi alin ha orjinalin,1
fiyata alinacak guvenli kolay kullanimli ender urunlerden internette baglanti sorunlari veyahut kurulumu ilgili dunya dolusu video var normal bir sekilde kurulum yaptiginizda hicbir sorun yasamayacaksiniz direkt olarak eslesir sarji gayet dolu geliyor,1
piyasaya gore gercekten fiyata cok guzel performans sunuyor cok muhtesem bir sey beklemiyorsaniz tam fp urunu pisman olmazsiniz,1
guzel sarji gun gidiyor s kalitesi cok iyi tek sorun gorusme esnasinda etrafindaki sesleri karsi taraf net olarak duyabiliyor ben gun sag gun sol kulakligi kullaniyorum,1
gayet iyiydi ay kullandim benim fazla yere dusurmemden kaynakli sag kulaklik ariza yapti kullanici hatasiydi alicaklara tavsiye ederim,1
s kalitesi gayet iyi baslar cok yuksek kulaktan kolay kolay dusmuyor sadece arka planda ufak bi s gidiyormus karsi tarafa esimde aynisi var denedik karsilikli olarak sesin oldugunu anlamadik biraz duyuluyor bizi rahatsiz etmedi tavsiye ederiz orjinal,1
ilk izlenimlerime gore gayet guzel bir kulaklik muzik dinleme testinde telefon gorusmesi testinde super sonuc aldim kesinlikle tavsiye ederim,1
ilk actigimda pil uzerindeki jelatini sokmeyi unuttugum icin bosu bosuna sarj olmasini beklemistim gidisgeliste nadiren gun icinde kullandim sarji hafta gitti s kalitesinden yuksekliginden gayet memnunum iyi almisim,1
fp gayet basarili bir kulaklikkulakta durusu havali saglam oyle kolay dusmezses olarak son s acarsin yanindaki bisi der duymazsin derece,1
tek kelimeyle efsane once rock zircon kullaniyodum oda efsane kulaklikti onu aratmiyor baslar s kalitesi cok iyi,1
kotu bi s kaliteside urunun kalitesi dusuk,0
s kalitesi cok kotu,0
geldi sarj ettim telefona bagladim sol kulakligin sesi bir tik cok cikiyordu benim kulaklarda mi sorun var deyip kulakliklari sagi solu yer degistirdim bende sorun yokmus kulakligin birinin s seviyesi digerinden esim test etti sorunu teyit etti urunu geri vermeyi planliyorum,0
cuma oglenden sonra siparis verdim cumartesi sabah elimdeydi hizli kargo guvenilir firma tesekkur ederiz,1
guzel xiaomi kalitesi,1
eger baglanmayi basarirsa kalitesi fiyat icin mukemmel ancak surekli kopuyor bagli oldugu cihazin donmasina sebep oluyor kopmalar yuzunden basima agrilar girdi,0
sadece muzik dinlemek icin ideal konusmak icin yaramiyor malesef sen karsi tarafi duyuyorsun karsi taraf ortam gurultusu yuzunden seni duymakta zorlaniyor hele dis ortamda dahada zor oluyor sesli gorusme yapanlar icin baska cihaz markalara bakmalarini oneririm,0
uzun sure kullanimda kulagi acitiyor onun disinda seyiyle harika fiyat performans urunu,1
biriyle konusurken arkadan garip sesler geliyor s olarak cok etkili degil fiyat performans olarak tavsiye ederim,1
guzel kargo yavasti,1
guzel cabuk ciziliyor,1
ilk aldigim zaman begenmistim ancak zamanla durum terse dondu cunku artik aol kulaklik aag kulaklik birbirne baglanmiyor dolayisiyla tek sag kulaklik cakisiyor,0
kadar kotu s kalitesi ucretsiz gelen kulaklirda bile duymadim bass hic yok olmasi gereken yerde garip bir s cikariyor illa kablosuz olsun diyorsaniz fazla para harcamak istemiyorsaniz tam size gore,0
kopmalar cok sik yasaniyor satilsin iyice dusurduler fiyati hareketsiz kullanacaksaniz almayi dusunebilirsiniz,0
sag kulakliktan biraz cizirti gelmesi disinda gayet iyi,1
kaliteli,1
on numara,1
muzik dinlerken gayet iyi s kaliteside guzel ancak konusma icin firin ekmek yemesi lazim evde sessiz ortamda karsi taraf anliyor yolda otobuste ofiste v imkansiz cebe koyunca telefonu s kotulesiyor sadece muzik icin sporda v alin derim,1
xiaomi urunler kaliteli,1
fiyata gore cok cok iyi,1
oncelikle urunu kadar hizli bir sekilde getirdigi icin hepsijet e tesekkur ederim urunu almadan once cok inceledim orijinal olup olmayacagindan suphem vardi lakin urunun elime gecene kadar tamamen orjinaldir s kalitesi mukemmel ancak mikrofonu pek te iyi degil tavsiye ederim,1
once urunden cok pahali boyundan asmali miknatisli bir bluetooth kulaklik kullaniyordum dolayisiyla bir kiyaslama yapmak gerekirse bunu aldiktan sonra digerini esime biraktim cunku kablo olmadigindan kullanimi rahat s netligi baslari cok basarili fiyata kesinlikle alinabilecek bir tek kulaklik olarakta kullanabiliyorsunuz kucuk kip sarj edilebilir bir kutu sayesinde guvenle kullanabilirsiniz,1
arkadaslar ben kulakligi aldim kargodan tutunda butun herseyi anlatacagim kargoyu oglenden once verirseniz iyi olur biraz erken gelir ben aksam verdim yarin kargoya verildi obursu gun kargo elime ulasti kargo konusunda hicbir sikinti yok kulakliklari orjinalmi baktim kutuda koruma bandi olmasi gerek bua dikkat edin cunku actiktan sonra iade edilmez hepsiburadadan aldigim icin icim rahatti yinede kontrol ettim bafir kanalinin videolarinida izleyebilirsiniz acarken kutuyu kulakligi resetlememiz gerekiyor oncelikle biraz jarj olsun kulaklik sonra cikarin kulakligi saniye basili tut isik sonucek kapatiyoruz cihazlari sonra saniye boyunca kulakligi cikarip basili tutuyoruz kirmizi beyaz karisik isik yanincaya kadar basili tutun birakin kutuya koyun sonra cikarin baglayin sadece birini baglayin bluetoothdan kulakligi deneyimledim full s olsun basslar olsun cok iyi ben kulak icinde bass seven degilim yuzden basslar gercekten yeterli guzel seslerde guzel iciniz rahat olsun baglanmada bi sikinti cikarmiyor bir bagladiktan sonra artik cikardigi bluetooth aciksa direk baglaniyo cok hizli gercekten kulakliktan cizirti s v hicbir sikintisi yok jarji iyi gidiyor ben toplu tasima kullandigim icin benim icin mukemmel bir kulaklik oldu tasimasida cok kolay kulaga iyi oturuyor hepsiburadadan almanizi tavsiye ederim trendyol v almayin cakma cikar alana hayirli olsun,1
urunu haftadir kullaniyorum gayet memnunum ancak sag kulaklik sarj olmamaya basladi herseyi denedim olmadi sonunda actim icini sarj oldugu yer kaymis taktim yerine geri kaydi tekrar actim arasina pecete sikistirdim duzeldi tekrar normal bir sekilde kullaniyorum gayet guzel almanizi tavsiye ederim,1
fiyat araliginda rakipsiz almayi dusunen varsa kesinlikle pisman olmaz beklentimin kat kat ustunde s mikrofon sarj performansi oyunlarda gayet tatmin edici,1
kulakligi yaklasik yildir kullaniyorum kulakligin s seviyesi gayet iyi insani tatmin ediyor disardayken belirli bir s seviyesine getirdiginizde sizi hayattan kopariyor dis baglantinizi kesiyor bazi s seviyelerinde yuksek sesli sarkilarda disariya s gidiyor onun icinde yapicak bir sey yok spor yaparken cok hareketli hareketler yapiyorsaniz yazik cikiyor ayni sekilde titrediginiz hareketlerde oyle oluyor plank v spor yaparken kullanilabilir mi kullanmanizi cok tavsiye etmiyorum sarji gayet iyi gidiyor hic olcmedim baya uzun sure dayaniyor saglamlik konusunda cok basarili kac caddede sokakta yere dusurdum hic bir sorun yok cok ufak tefek cizikler var onlarda normaldir su gecirgenlik olarak cayin icine ayranin icine suyun icine sabunlu suyun icine dustu ellerim islakken baya bir elledim hic bir sorun yok hala cayir cayir calisiyor kulaklikla sarki dinlerken belli bir sureden sonra ay ay falan sonra sarki arada kendi kendini otomatik durduruyor olay sadece kulaklikta oluyor diger kulakliklar test ettim sizin icin bir sikinti degilse cokta buyuk bir sey degil tekrar kulakligin tusuna basip baslatabilirsiniz cekim mesafesi gayet yeterli buyuk yan odadan falan sarki dinledigimi hatirliyorum mikrofon kalitesi evde sessiz bir ortamdayken mukemmel disarida iken konustugunuz kisi sizin sesinizi yazik duymuyor etraftaki sesleri cok fazla aliniyor mikrofonu konuda yazik kotu kisaca fiyat performans urunu diyebilirim saglam cok dusurdum kirilmadi ufak tefek cizikler var kadar su suana kadar gecirmedi cok dusurdum suya icecege spor yaparken kullanilmak icin bence alinmaz mikrofonu yazik kotu boyut olarak cebe sigabilir bir kutusu var zaman cebimde tasirim cebimde durur istedigim zaman takip dinlerim kulaklik boyutu olarak yine kucuk guzel kaba durmayan sik bir kulaklik diyebilirim alin abi alin aldirin,1
elime ulasti tesekkur etmek istedim arkadaslar gonul rahatligiyla alabilirsiniz,1
kulaktan kolay kolay dusmeyen s kalitesi iyi bir kulaklik fiyati bluetooth kulaklik kategorisinde makul olanlardan sarj suresi ilgili bir sikinti yasamadim su ana kadar genelde saat kullanip kutusuna koydugum icin surekli sarji full oluyor saatlik kullanimlarda cok miktarda sarj gidiyor spor yuruyus kosu yaparken dusme bir sikinti yasamadim maximum cikan sesin siddeti bana biraz geldi sikinti yaratacak kadar degil kullandigim kablolu kulakliga kiyasla konusma ozelligini avm kalabalik bir ortamda test ettim karsi taraf seste herhangi bir sikinti yasamadigini soyledi kutudan cesitli boyutlarda silikonlar cikiyor sarj kablosu bekledigimden uzun geldi telefon vb icin kullaniyoruz,1
fiyatina gore fazlasiyla guzel eger telefonunuz destekliyorsa bluetooth kismindan kulakliklarin sarjini gorebiliyorsunuz sarj kutusunun sarj miktarini asla ogrenemiyorsunuz kargolama v gayet hizli temiz guzel bir alisveris oldu tek sikintisi eger cok fazla telefon gorusmesi yapiyorsaniz urunu fazla onermem mikrofonu idare eder duzeyde diyebilirim s kalitesi yine fiyatina gore efsane bir s kalitesi basli muzikler seviyorsaniz oneririm eger urunu aldiginizda size gore basi gelirse telefonunuza uygulama indirip basi yukseltebilirsiniz basi cok yuksek miktara cikardiginiz bile kolaylikla sesi bozmadan basi verebiliyor icinden uc tane kulak boyutuna gore parca cikiyorkucuk orta buyuk seklinde urunun kapagi an kirilabilecek oldugundan fazla kurcalanmamasini oneririm micro usb sarj oluyor icinden herhangi bir kablo cikmiyor videolar herhangi bir gecikme olmuyor oyunlarda saniyeye yaklasan gecikmeler oluyor bahsettiklerim bluetooth icin dusuk bluetooth versiyonlarinda cok gecikme olabilir cihazin bluetooth desteklemesi cok guzel olmus ayriyeten soyleyecek bir seyim yok alacak kullanicilarin simdiden gule gule kullanmalari dilegiyle,1
s seviyesi guzel bass kuvvetli kaliteli bir muzik deneyimi yasatabiliyoreger tl uzeri tws kullanmadiysaniz genel olarak begeniyorum sesli ortamda telefon gorusmesi yapmak zulum bir sey oluyor asla anlasilmiyor malzeme kalitesine gelecek olursak biraz tok bir his veriyor kutusu mat kulakliklarin uzerindeki tuslar birkac dusurunce yerinden cikacakkirilacak duruyor fiyata normaldir genel olarak guzel bir kulaklik ben bir seyler dinlemeyi seven arkadaslara oneriyorum benim severek kullandigim bir aksesuarimdi hafta once kaybettim yenisini almak istiyorum malumunuz ekonomik olarak sikisigiz donemlerde bir kulakliga tl fiyatlar odemek zora sokuyor bizim gibileri ilk firsatta bir butce ayirip alacagim iyisini almak var evet benim bir kulakliktan beklentim cok fazla degil yuzden bunu tercih ediyorum,1
fiyatina gore guzel bir s kalitesi siradan bir kullaniciyi spotify apple music vb kullananlar tatmin edecek duzeyde ergonomisi iyi kulaga oturuyor dusme endisesi yasatmiyor kutusundan ciktigi once birbiri eslesiyor ardindan telefon tablet vb kullanmak istiyorsaniz onunla eslesiyor kulakliklari cikarip kutusuna koydugunuzda baglanti kapaniyor kutu kucuk hafif cantada cepte isterseniz tasiniyor kutudan takili olmak uzere boy silikon kulaklik ucu cikiyor sarj kablosu micro usb cikmiyor,1
urunun s kalitesi baya guzel ba olsun tiz oldun bence fiyatina gore alinacak iyi bluetooth kulaklik,1
fiyat performans olarak cok iyi ozenli paketlenmis orjinal hepsiburada saticisindan aldim hizli kargolanir ekstra gun icerisinde kargoya verilecek gun gecikmeli geldi,1
kulaklik s performansi olarak basslar olsun tiz olsun kaliteli yeterli bundan once iphone kulakligi kullaniyordum kablolu olandan tik faha iyi malzeme kalitesi kotu malzeme doku olarak guzel ufak tirnak degdiginde kutu kulakliklar ciziliyor resimde kulakligin arasinda boslukta cizikler gorunuyor sadece tirnagimi degdirdim,1
urunu hb indirimiyle uygun fiyata aldim kargo cok hizli getirdi oncelikle tesekkur ederim urunun s kalitesi beklentimin uzerinde cikti telefondantabletten ekolayziri bass odakli ayarladigimda kablolu kulakliga yakin bass performansi veriyor ancak kulakligin genel s karakteri tiz agirlikli benim kulagim muzikleri yuksek bassli dinlemeye aliskin oldugundan ilk etapta rahatsiz oldum hatta cikan tiz sesler kulagima catirti gelmeye basladi basso artirinca ozellikle yuksek kaliteli flac muzikler acinca orta seviye bir kablolu kulakligin s kalitesine rahatlikla erisiyor bana gelen mi true wireless earbuds basic maalesef birkac sorunuyla beraber geldi cok rahatsiz edici olani sag kulakligin tusu oynama yapiyor oynadikca plastikten s geliyor muzik calarken bile gelen plastik sesi insani rahatsiz ediyor diger bir sorun herkeste ayni mi bilmiyorum kulakligi telefonatablete bagladiktan kullanmaya basladiktan itibaren parazit sesi gelmeye basliyor s arkada bir fan calisiyormus duruma gore iade edecegim servise yollayacagim,1
si sarjdayken kulakligin yanan kirmizi isiklari bir kac dakika sonra kapaniyor sarj oldugu belli olmuyor oyun oynarken s sn gec geliyor eger oyun oynarken takacaksaniz cok sinir eder bunlarin disinda kulaklik xiomi nin orjinal kulakligidir s kalitesi bass tiz cok kulaga tam oturuyor disaridan gelen db lik kadar sesi engelliyor durum bazen iyi bazen kotu sarj durumunu henuz test edemedim arada siparis cok hizli guvenilir bir sekilde geldi magazaya ayrica tesekkur ederim,1
guvenilir kesinlikle orjinal herseyini kontrol ettim cok hizli geldi hicbir sorun v yok tek sorun hediye notu eklenmemis,1
fiyatinin uygunlugu verdigi sesin kalitesiyle medya gayet guzel telefondan bluetooth baglamasi kolay hizli tek kulaklik takili bir sekilde dinleme ayricaligida iyi lakin yanindaki fiziksel tus kadar yumusakta olsa kulaktayken basmak rahatsiz edici zor olabiliyor arada kulakliklarin birbiri senkronizasyonu giderse kirmizi beyaz ledler ayni anda yanarsa kitapcikta yazdigi hard reset icin saniye degil saniye basili tutun aksi taktirde yaramiyor,1
cihazin s seviyesi beni cok sasirtti ben hicbir kulak ici kulakligin kadar fazla s verdigini gormedim s kalitesi ba v harika bluetooth baglantisi cok hizli kutusundan cikardigin baglaniyo cihaza ben suanda iphone x max kullaniyorum kulaklik herhangi bir sikinti v yaptigini gormedim bence fiyatina gore harika bende apple airpods var cihaz ona kafa tutcak seviyenin tik altinda eger fiyata bir kulaklik dusunuyorsaniz kesinlikle tavsiye ederim,1
s kalite normal fiyatina gore i phonede cizirti baglantida sonucta androit icin fiyatina gore idare eder,1
cok iyi,1
guzel fiyatina gore,1
cok iyi degil fiyatina gore iyi,1
fiyatina gore beklentiyi karsiliyor,1
guzel kutusu degisik geldi,1
cok iyi muzik icun beklentileri karsiliyor anvak telefon konusurken karsi taraf sesini zor aliyor,1
basarili bir cihaz,1
kablolu kulakliklar artik yok sunuz gozumde,1
muzik dinlemek oyun oynamak icin ideal kesinlikle bir tel konusma kulakligi degil,1
fiyata gore on numara be yildiz hak eden bir aldim cok memnun,1
fiyatina gore iyisi bende kulagimdan dustu kere,1
gayet kullanisli bos yorumlara aldanmayin,1
kulaklik gayet guzel fiyata gore karsi taraftan gelen sesi net olarak algilayan biliyorsun paketleme guzel kargo hizli geldi,1
fiyat performans urunu gayet basarili kullanisli tavsiye ederim,1
s kalitesi fiyati cok iyi,1
fiyata gore cok iyi tavsiye ediyorum,1
gercekten guzel bir kulaklik,1
gayet iyi beklentimi karsiladi benim sahsen ancak kutu icerigi eksik sarj kablosu cikmadi kutusundan,1
gayet guzel kullanisli bir,1
belirtilen gunden gun once bile geldi gayet guzel sarji iyi gidiyor sesi disari oyle pek vermemesi guzel,1
cok kaliteliolumsuz yorum yapanlara bakmayinonlar kulagina takmayi bilmiyorsaticiya tesekkurler,1
tereddut ederek aldim dort dortluk kampanyadan satin aldim ba kesinlikle yeterli snayzer kablolu kullaniyordum onu aratmayacak duruyor kargo muhtesem hizli paketleme guzeldi sadece sol kulaklik ufak bi s sorunu yasadim ekolayzir onu cozdum kesinlikle alinir birde kulak pedi biraz buyuk tam oturmadi oturur,1
s yuksekligi basslar gayet yeterli keyifli tek seferde sorunsuz eslestiler tavsiye ederim,1
sesi gayet guzel sarji gayet iyi bluetooth baglanti mesafesi metre biraz fazla olsa tadindan yenmezdi,1
memnun kaldim bazen kulakliklari birbirine baglamak ilk asamada problem olabiliyor cok sik karsilasilan bir problem degil,1
verdiginiz parayi sonuna kadar hak ediyorredmi note icin aldimkesinlikle yaninda alinmasi gereken bir,1
once level u kullanan rockmetalsoundtrack v genis frekans araliklarinda muzik dinleyen birisi olarak beni oldukca tatmin etti tizler konusunda endiseliydim ancak urunu denedikten sonra oldukca iyigitar sololarinda v buldum,1
tam bir fp urunu,1
arkadaslar urunun guncellenmis versiyonu var burada tl fark cidden tlyi onemsemeyin cihazda s gecikmesi var cok hissedilir tl fark s takisi olan cihazi alin onda kere tiklayinca oyun modu aciliyor gecikme yok oluyor ben pismanim s i almadigim icin sizde yerine ayni s takisi olani alin,0
